dataset,epochs,validation,learnrate,l2norm,hidden,bases,dropout,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
aifb,50,False,0.01,1,16,16,0.9,1.0808896,0.6428571428571429,1.0808896,0.6428571428571429,1.1128532,0.6388888888888888
aifb,50,False,0.01,1,16,32,0.2,0.44827685,0.8642857142857143,0.44827685,0.8642857142857143,0.5713921,0.8333333333333334
aifb,50,False,0.01,1,16,32,0.5,0.42663905,0.8928571428571429,0.42663905,0.8928571428571429,0.5354969,0.8333333333333334
aifb,50,False,0.01,1,16,32,0.8,0.5546921,0.8642857142857143,0.5546921,0.8642857142857143,0.70001495,0.8333333333333334
aifb,50,False,0.01,1,16,32,0.9,0.6750344,0.85,0.6750344,0.85,0.79398644,0.8055555555555556
aifb,50,False,0.01,1,32,4,0.2,1.3578769,0.5571428571428572,1.3578769,0.5571428571428572,1.3592356,0.5555555555555556
aifb,50,False,0.01,1,32,4,0.5,1.3858305,0.5071428571428571,1.3858305,0.5071428571428571,1.3858955,0.5
aifb,50,False,0.01,1,32,4,0.8,1.3860592,0.5214285714285715,1.3860592,0.5214285714285715,1.3861029,0.5
aifb,50,False,0.01,1,32,4,0.9,1.3853575,0.6,1.3853575,0.6,1.3854936,0.5277777777777778
aifb,50,False,0.01,1,32,8,0.2,0.77897036,0.7428571428571429,0.77897036,0.7428571428571429,0.86274785,0.6944444444444444
aifb,50,False,0.01,1,32,8,0.5,0.7728351,0.75,0.7728351,0.75,0.8676918,0.6944444444444444
aifb,50,False,0.01,1,32,8,0.8,1.0233365,0.7428571428571429,1.0233365,0.7428571428571429,1.0716844,0.6944444444444444
aifb,50,False,0.01,1,32,8,0.9,1.3838035,0.5857142857142857,1.3838035,0.5857142857142857,1.3841156,0.5277777777777778
aifb,50,False,0.01,1,32,16,0.2,0.63630515,0.7428571428571429,0.63630515,0.7428571428571429,0.73132956,0.6944444444444444
aifb,50,False,0.01,1,32,16,0.5,0.60752946,0.8714285714285714,0.60752946,0.8714285714285714,0.7458013,0.8055555555555556
aifb,50,False,0.01,1,32,16,0.8,0.63963497,0.8571428571428571,0.63963497,0.8571428571428571,0.76825017,0.8055555555555556
aifb,50,False,0.01,1,32,16,0.9,0.7426229,0.7428571428571429,0.7426229,0.7428571428571429,0.8425437,0.6944444444444444
aifb,50,False,0.01,0.001,8,4,0.2,0.00017776365,1.0,0.00017776365,1.0,0.30997324,0.9166666666666666
