dataset,epochs,validation,learnrate,l2norm,hidden,bases,dropout,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
aifb,50,False,0.01,0.001,64,8,0.8,0.00077572186,1.0,0.00077572186,1.0,0.2035183,0.9166666666666666
aifb,50,False,0.01,0.001,64,8,0.9,0.0010773444,1.0,0.0010773444,1.0,0.19654188,0.9444444444444444
aifb,50,False,0.01,0.001,64,16,0.2,0.0019514555,1.0,0.0019514555,1.0,0.25021103,0.8888888888888888
aifb,50,False,0.01,0.001,64,16,0.5,0.0012983371,1.0,0.0012983371,1.0,0.20948644,0.9166666666666666
aifb,50,False,0.01,0.001,64,16,0.8,0.00035895605,1.0,0.00035895605,1.0,0.23502101,0.9166666666666666
aifb,50,False,0.01,0.001,64,16,0.9,0.00039129987,1.0,0.00039129987,1.0,0.16473387,0.9444444444444444
aifb,50,False,0.01,0.001,64,32,0.2,0.0014055626,1.0,0.0014055626,1.0,0.28672472,0.8888888888888888
aifb,50,False,0.01,0.001,64,32,0.5,0.0016732854,1.0,0.0016732854,1.0,0.2443822,0.8888888888888888
aifb,50,False,0.01,0.001,64,32,0.8,0.00016661502,1.0,0.00016661502,1.0,0.2117733,0.9166666666666666
aifb,50,False,0.01,0.001,64,32,0.9,0.00010042795,1.0,0.00010042795,1.0,0.17535585,0.9444444444444444
aifb,50,False,0.01,0.01,8,4,0.2,0.031891905,1.0,0.031891905,1.0,0.27049303,0.9166666666666666
aifb,50,False,0.01,0.01,8,4,0.5,0.034933586,1.0,0.034933586,1.0,0.21074879,0.9166666666666666
aifb,50,False,0.01,0.01,8,4,0.8,0.064450085,1.0,0.064450085,1.0,0.2235882,0.9444444444444444
aifb,50,False,0.01,0.01,8,4,0.9,0.18246207,0.9785714285714285,0.18246207,0.9785714285714285,0.32436916,0.9444444444444444
aifb,50,False,0.01,0.01,8,8,0.2,0.026175482,1.0,0.026175482,1.0,0.2623174,0.8888888888888888
aifb,50,False,0.01,0.01,8,8,0.5,0.0130023835,1.0,0.0130023835,1.0,0.24644692,0.8888888888888888
aifb,50,False,0.01,0.01,8,8,0.8,0.052894775,0.9928571428571429,0.052894775,0.9928571428571429,0.21646577,0.9166666666666666
aifb,50,False,0.01,0.01,8,8,0.9,0.16577731,0.9785714285714285,0.16577731,0.9785714285714285,0.35321748,0.9444444444444444
aifb,50,False,0.01,0.01,8,16,0.2,0.01664232,1.0,0.01664232,1.0,0.29449245,0.9166666666666666
aifb,50,False,0.01,0.01,8,16,0.5,0.013672866,1.0,0.013672866,1.0,0.24213535,0.9722222222222222
aifb,50,False,0.01,0.01,8,16,0.8,0.03020416,1.0,0.03020416,1.0,0.24748237,0.9444444444444444
aifb,50,False,0.01,0.01,8,16,0.9,0.07246125,1.0,0.07246125,1.0,0.3181607,0.9166666666666666
aifb,50,False,0.01,0.01,8,32,0.2,0.008733368,1.0,0.008733368,1.0,0.25873372,0.9166666666666666
aifb,50,False,0.01,0.01,8,32,0.5,0.009966807,1.0,0.009966807,1.0,0.2791456,0.8611111111111112
aifb,50,False,0.01,0.01,8,32,0.8,0.027051538,1.0,0.027051538,1.0,0.26674038,0.8888888888888888
aifb,50,False,0.01,0.01,8,32,0.9,0.06521449,0.9857142857142858,0.06521449,0.9857142857142858,0.3024426,0.9444444444444444
aifb,50,False,0.01,0.01,16,4,0.2,0.025306923,1.0,0.025306923,1.0,0.26384962,0.8888888888888888
aifb,50,False,0.01,0.01,16,4,0.5,0.026358617,1.0,0.026358617,1.0,0.21303836,0.9444444444444444
aifb,50,False,0.01,0.01,16,4,0.8,0.04666744,1.0,0.04666744,1.0,0.22069578,0.9166666666666666
aifb,50,False,0.01,0.01,16,4,0.9,0.11083756,0.9857142857142858,0.11083756,0.9857142857142858,0.29815352,0.9444444444444444
aifb,50,False,0.01,0.01,16,8,0.2,0.018817374,1.0,0.018817374,1.0,0.3403586,0.8611111111111112
aifb,50,False,0.01,0.01,16,8,0.5,0.017768005,1.0,0.017768005,1.0,0.25005993,0.9166666666666666
aifb,50,False,0.01,0.01,16,8,0.8,0.022696247,1.0,0.022696247,1.0,0.2150918,0.9444444444444444
aifb,50,False,0.01,0.01,16,8,0.9,0.04038223,0.9928571428571429,0.04038223,0.9928571428571429,0.22619359,0.9166666666666666
aifb,50,False,0.01,0.01,16,16,0.2,0.011976402,1.0,0.011976402,1.0,0.29315796,0.8888888888888888
aifb,50,False,0.01,0.01,16,16,0.5,0.012880759,1.0,0.012880759,1.0,0.28037086,0.8888888888888888
aifb,50,False,0.01,0.01,16,16,0.8,0.008563054,1.0,0.008563054,1.0,0.24849078,0.9166666666666666
aifb,50,False,0.01,0.01,16,16,0.9,0.053382725,1.0,0.053382725,1.0,0.31238014,0.9166666666666666
aifb,50,False,0.01,0.01,16,32,0.2,0.0108997375,1.0,0.0108997375,1.0,0.27639225,0.8888888888888888
aifb,50,False,0.01,0.01,16,32,0.5,0.006884569,1.0,0.006884569,1.0,0.27306592,0.8888888888888888
aifb,50,False,0.01,0.01,16,32,0.8,0.014513493,1.0,0.014513493,1.0,0.2282425,0.9166666666666666
aifb,50,False,0.01,0.01,16,32,0.9,0.038700502,0.9928571428571429,0.038700502,0.9928571428571429,0.22640088,0.9166666666666666
aifb,50,False,0.01,0.01,32,4,0.2,0.022441484,1.0,0.022441484,1.0,0.27698705,0.8888888888888888
aifb,50,False,0.01,0.01,32,4,0.5,0.018968306,1.0,0.018968306,1.0,0.24891655,0.9166666666666666
aifb,50,False,0.01,0.01,32,4,0.8,0.01722046,1.0,0.01722046,1.0,0.21286954,0.9166666666666666
aifb,50,False,0.01,0.01,32,4,0.9,0.03726716,1.0,0.03726716,1.0,0.22830674,0.9166666666666666
aifb,50,False,0.01,0.01,32,8,0.2,0.012264644,1.0,0.012264644,1.0,0.27925414,0.8888888888888888
aifb,50,False,0.01,0.01,32,8,0.5,0.0153241735,1.0,0.0153241735,1.0,0.26121393,0.8888888888888888
aifb,50,False,0.01,0.01,32,8,0.8,0.014328245,1.0,0.014328245,1.0,0.22256579,0.9444444444444444
aifb,50,False,0.01,0.01,32,8,0.9,0.034926288,1.0,0.034926288,1.0,0.2340861,0.9166666666666666
aifb,50,False,0.01,0.01,32,16,0.2,0.0099754045,1.0,0.0099754045,1.0,0.3039993,0.8888888888888888
aifb,50,False,0.01,0.01,32,16,0.5,0.010441239,1.0,0.010441239,1.0,0.26419482,0.9166666666666666
aifb,50,False,0.01,0.01,32,16,0.8,0.008304004,1.0,0.008304004,1.0,0.23568995,0.9166666666666666
aifb,50,False,0.01,0.01,32,16,0.9,0.026756702,1.0,0.026756702,1.0,0.2203759,0.9166666666666666
aifb,50,False,0.01,0.01,32,32,0.2,0.008469364,1.0,0.008469364,1.0,0.26907295,0.9166666666666666
aifb,50,False,0.01,0.01,32,32,0.5,0.005432646,1.0,0.005432646,1.0,0.31723905,0.9166666666666666
aifb,50,False,0.01,0.01,32,32,0.8,0.004448582,1.0,0.004448582,1.0,0.24342483,0.9166666666666666
aifb,50,False,0.01,0.01,32,32,0.9,0.019226104,1.0,0.019226104,1.0,0.2554136,0.9166666666666666
aifb,50,False,0.01,0.01,64,4,0.2,0.014207744,1.0,0.014207744,1.0,0.24440122,0.8888888888888888
aifb,50,False,0.01,0.01,64,4,0.5,0.019851977,1.0,0.019851977,1.0,0.25603172,0.8888888888888888
aifb,50,False,0.01,0.01,64,4,0.8,0.018341517,1.0,0.018341517,1.0,0.19926591,0.9166666666666666
aifb,50,False,0.01,0.01,64,4,0.9,0.008981243,1.0,0.008981243,1.0,0.19682589,0.9444444444444444
aifb,50,False,0.01,0.01,64,8,0.2,0.009570508,1.0,0.009570508,1.0,0.3295374,0.8611111111111112
aifb,50,False,0.01,0.01,64,8,0.5,0.012100065,1.0,0.012100065,1.0,0.28490445,0.8888888888888888
aifb,50,False,0.01,0.01,64,8,0.8,0.0147627,1.0,0.0147627,1.0,0.23986904,0.9166666666666666
aifb,50,False,0.01,0.01,64,8,0.9,0.016819825,1.0,0.016819825,1.0,0.2278083,0.9166666666666666
aifb,50,False,0.01,0.01,64,16,0.2,0.007400797,1.0,0.007400797,1.0,0.2797741,0.9166666666666666
aifb,50,False,0.01,0.01,64,16,0.5,0.009138089,1.0,0.009138089,1.0,0.3162572,0.8888888888888888
aifb,50,False,0.01,0.01,64,16,0.8,0.0055708084,1.0,0.0055708084,1.0,0.24283086,0.9166666666666666
aifb,50,False,0.01,0.01,64,16,0.9,0.00587134,1.0,0.00587134,1.0,0.2120975,0.9166666666666666
aifb,50,False,0.01,0.01,64,32,0.2,0.008074606,1.0,0.008074606,1.0,0.34442565,0.8888888888888888
aifb,50,False,0.01,0.01,64,32,0.5,0.0049022557,1.0,0.0049022557,1.0,0.27169618,0.9166666666666666
aifb,50,False,0.01,0.01,64,32,0.8,0.0049503907,1.0,0.0049503907,1.0,0.2758676,0.9166666666666666
aifb,50,False,0.01,0.01,64,32,0.9,0.006720062,1.0,0.006720062,1.0,0.2544489,0.9166666666666666
aifb,50,False,0.01,0.1,8,4,0.2,0.3413297,0.8785714285714286,0.3413297,0.8785714285714286,0.4753802,0.8333333333333334
aifb,50,False,0.01,0.1,8,4,0.5,0.29004687,0.9214285714285714,0.29004687,0.9214285714285714,0.33817577,0.9166666666666666
aifb,50,False,0.01,0.1,8,4,0.8,0.41884783,0.9,0.41884783,0.9,0.52339065,0.8611111111111112
aifb,50,False,0.01,0.1,8,4,0.9,0.48930502,0.8714285714285714,0.48930502,0.8714285714285714,0.6176554,0.8333333333333334
aifb,50,False,0.01,0.1,8,8,0.2,0.21109962,0.95,0.21109962,0.95,0.41298532,0.8611111111111112
aifb,50,False,0.01,0.1,8,8,0.5,0.19132309,0.95,0.19132309,0.95,0.3124923,0.9166666666666666
aifb,50,False,0.01,0.1,8,8,0.8,0.26178432,0.9428571428571428,0.26178432,0.9428571428571428,0.41043466,0.8611111111111112
aifb,50,False,0.01,0.1,8,8,0.9,0.42495438,0.9214285714285714,0.42495438,0.9214285714285714,0.5463058,0.8611111111111112
aifb,50,False,0.01,0.1,8,16,0.2,0.1723132,0.9357142857142857,0.1723132,0.9357142857142857,0.27799904,0.9166666666666666
aifb,50,False,0.01,0.1,8,16,0.5,0.14530048,0.9714285714285714,0.14530048,0.9714285714285714,0.2784007,0.9166666666666666
aifb,50,False,0.01,0.1,8,16,0.8,0.28044194,0.9357142857142857,0.28044194,0.9357142857142857,0.43687737,0.8611111111111112
aifb,50,False,0.01,0.1,8,16,0.9,0.4722219,0.8857142857142857,0.4722219,0.8857142857142857,0.5734981,0.8611111111111112
aifb,50,False,0.01,0.1,8,32,0.2,0.12522201,0.9571428571428572,0.12522201,0.9571428571428572,0.30132604,0.9166666666666666
aifb,50,False,0.01,0.1,8,32,0.5,0.15079021,0.9642857142857143,0.15079021,0.9642857142857143,0.30898926,0.9166666666666666
aifb,50,False,0.01,0.1,8,32,0.8,0.23759171,0.9357142857142857,0.23759171,0.9357142857142857,0.38365996,0.8888888888888888
aifb,50,False,0.01,0.1,8,32,0.9,0.25970054,0.9357142857142857,0.25970054,0.9357142857142857,0.4156632,0.8611111111111112
aifb,50,False,0.01,0.1,16,4,0.2,0.18770342,0.9357142857142857,0.18770342,0.9357142857142857,0.293021,0.9166666666666666
aifb,50,False,0.01,0.1,16,4,0.5,0.2379936,0.9357142857142857,0.2379936,0.9357142857142857,0.31140056,0.9166666666666666
aifb,50,False,0.01,0.1,16,4,0.8,0.25239483,0.9357142857142857,0.25239483,0.9357142857142857,0.35326758,0.9166666666666666
aifb,50,False,0.01,0.1,16,4,0.9,0.36998573,0.9357142857142857,0.36998573,0.9357142857142857,0.48387453,0.8888888888888888
aifb,50,False,0.01,0.1,16,8,0.2,0.17492178,0.9428571428571428,0.17492178,0.9428571428571428,0.3072385,0.9166666666666666
aifb,50,False,0.01,0.1,16,8,0.5,0.1532912,0.9571428571428572,0.1532912,0.9571428571428572,0.2855303,0.8888888888888888
aifb,50,False,0.01,0.1,16,8,0.8,0.29954895,0.9357142857142857,0.29954895,0.9357142857142857,0.43898764,0.8888888888888888
aifb,50,False,0.01,0.1,16,8,0.9,0.3061633,0.9357142857142857,0.3061633,0.9357142857142857,0.4198786,0.9166666666666666
aifb,50,False,0.01,0.1,16,16,0.2,0.12406372,0.95,0.12406372,0.95,0.2788683,0.9166666666666666
aifb,50,False,0.01,0.1,16,16,0.5,0.13622767,0.9714285714285714,0.13622767,0.9714285714285714,0.28210697,0.9166666666666666
aifb,50,False,0.01,0.1,16,16,0.8,0.18184389,0.9571428571428572,0.18184389,0.9571428571428572,0.3302393,0.8888888888888888
aifb,50,False,0.01,0.1,16,16,0.9,0.29634905,0.9214285714285714,0.29634905,0.9214285714285714,0.42977914,0.8888888888888888
aifb,50,False,0.01,0.1,16,32,0.2,0.07466678,0.9785714285714285,0.07466678,0.9785714285714285,0.34541705,0.8888888888888888
aifb,50,False,0.01,0.1,16,32,0.5,0.09255232,0.9785714285714285,0.09255232,0.9785714285714285,0.33273956,0.8888888888888888
aifb,50,False,0.01,0.1,16,32,0.8,0.1402573,0.95,0.1402573,0.95,0.2876369,0.9166666666666666
aifb,50,False,0.01,0.1,16,32,0.9,0.24621233,0.9357142857142857,0.24621233,0.9357142857142857,0.37851262,0.8888888888888888
aifb,50,False,0.01,0.1,32,4,0.2,0.1817546,0.9428571428571428,0.1817546,0.9428571428571428,0.29663602,0.9166666666666666
aifb,50,False,0.01,0.1,32,4,0.5,0.20816658,0.9357142857142857,0.20816658,0.9357142857142857,0.33995268,0.8888888888888888
aifb,50,False,0.01,0.1,32,4,0.8,0.27735758,0.9142857142857143,0.27735758,0.9142857142857143,0.44069043,0.8611111111111112
aifb,50,False,0.01,0.1,32,4,0.9,0.31499338,0.95,0.31499338,0.95,0.45980182,0.8888888888888888
aifb,50,False,0.01,0.1,32,8,0.2,0.11935902,0.9785714285714285,0.11935902,0.9785714285714285,0.25012422,0.9444444444444444
aifb,50,False,0.01,0.1,32,8,0.5,0.14693756,0.9428571428571428,0.14693756,0.9428571428571428,0.28906363,0.9166666666666666
aifb,50,False,0.01,0.1,32,8,0.8,0.15424047,0.95,0.15424047,0.95,0.28372705,0.9166666666666666
aifb,50,False,0.01,0.1,32,8,0.9,0.2699393,0.9357142857142857,0.2699393,0.9357142857142857,0.39582148,0.9166666666666666
aifb,50,False,0.01,0.1,32,16,0.2,0.104742266,0.9785714285714285,0.104742266,0.9785714285714285,0.27829415,0.9166666666666666
aifb,50,False,0.01,0.1,32,16,0.5,0.117442094,0.9571428571428572,0.117442094,0.9571428571428572,0.27928677,0.9166666666666666
aifb,50,False,0.01,0.1,32,16,0.8,0.10980161,0.9928571428571429,0.10980161,0.9928571428571429,0.28600875,0.9166666666666666
aifb,50,False,0.01,0.1,32,16,0.9,0.21402764,0.9357142857142857,0.21402764,0.9357142857142857,0.35751775,0.8888888888888888
aifb,50,False,0.01,0.1,32,32,0.2,0.06414313,0.9928571428571429,0.06414313,0.9928571428571429,0.30979502,0.8888888888888888
aifb,50,False,0.01,0.1,32,32,0.5,0.059774153,1.0,0.059774153,1.0,0.25264692,0.9166666666666666
aifb,50,False,0.01,0.1,32,32,0.8,0.13065632,0.9642857142857143,0.13065632,0.9642857142857143,0.31437433,0.9166666666666666
aifb,50,False,0.01,0.1,32,32,0.9,0.1672213,0.9357142857142857,0.1672213,0.9357142857142857,0.27771696,0.9166666666666666
aifb,50,False,0.01,0.1,64,4,0.2,0.13023512,0.9571428571428572,0.13023512,0.9571428571428572,0.33451694,0.8888888888888888
aifb,50,False,0.01,0.1,64,4,0.5,0.14599991,0.9571428571428572,0.14599991,0.9571428571428572,0.29131335,0.9166666666666666
aifb,50,False,0.01,0.1,64,4,0.8,0.17973702,0.95,0.17973702,0.95,0.3369689,0.8888888888888888
aifb,50,False,0.01,0.1,64,4,0.9,0.21978033,0.9357142857142857,0.21978033,0.9357142857142857,0.3155866,0.9166666666666666
aifb,50,False,0.01,0.1,64,8,0.2,0.09239313,0.9714285714285714,0.09239313,0.9714285714285714,0.2368784,0.9166666666666666
aifb,50,False,0.01,0.1,64,8,0.5,0.108411185,0.9714285714285714,0.108411185,0.9714285714285714,0.2733624,0.9444444444444444
aifb,50,False,0.01,0.1,64,8,0.8,0.14508395,0.9714285714285714,0.14508395,0.9714285714285714,0.29848,0.9166666666666666
aifb,50,False,0.01,0.1,64,8,0.9,0.21473557,0.9285714285714286,0.21473557,0.9285714285714286,0.35278356,0.8888888888888888
aifb,50,False,0.01,0.1,64,16,0.2,0.06236451,1.0,0.06236451,1.0,0.24025385,0.9166666666666666
aifb,50,False,0.01,0.1,64,16,0.5,0.05736761,0.9857142857142858,0.05736761,0.9857142857142858,0.2570018,0.9166666666666666
aifb,50,False,0.01,0.1,64,16,0.8,0.12049923,0.9714285714285714,0.12049923,0.9714285714285714,0.2773515,0.9166666666666666
aifb,50,False,0.01,0.1,64,16,0.9,0.17863144,0.95,0.17863144,0.95,0.30742097,0.9166666666666666
aifb,50,False,0.01,0.1,64,32,0.2,0.045282505,1.0,0.045282505,1.0,0.29931295,0.8888888888888888
aifb,50,False,0.01,0.1,64,32,0.5,0.038198028,1.0,0.038198028,1.0,0.28647125,0.8888888888888888
aifb,50,False,0.01,0.1,64,32,0.8,0.05035454,1.0,0.05035454,1.0,0.28507397,0.9166666666666666
aifb,50,False,0.01,0.1,64,32,0.9,0.14063968,0.95,0.14063968,0.95,0.28858227,0.9166666666666666
aifb,50,False,0.01,1,8,4,0.2,1.3857919,0.5428571428571428,1.3857919,0.5428571428571428,1.3858235,0.5555555555555556
aifb,50,False,0.01,1,8,4,0.5,1.386097,0.5642857142857143,1.386097,0.5642857142857143,1.386126,0.5555555555555556
aifb,50,False,0.01,1,8,4,0.8,1.3857391,0.7357142857142858,1.3857391,0.7357142857142858,1.3858545,0.6666666666666666
aifb,50,False,0.01,1,8,4,0.9,1.3860519,0.7,1.3860519,0.7,1.3860854,0.6944444444444444
aifb,50,False,0.01,1,8,8,0.2,0.98165,0.5642857142857143,0.98165,0.5642857142857143,1.0254569,0.5
aifb,50,False,0.01,1,8,8,0.5,1.383155,0.6928571428571428,1.383155,0.6928571428571428,1.3835963,0.6944444444444444
aifb,50,False,0.01,1,8,8,0.8,1.3255241,0.7428571428571429,1.3255241,0.7428571428571429,1.3334727,0.6944444444444444
aifb,50,False,0.01,1,8,8,0.9,1.3858955,0.6,1.3858955,0.6,1.3859774,0.5277777777777778
aifb,50,False,0.01,1,8,16,0.2,0.8392965,0.7428571428571429,0.8392965,0.7428571428571429,0.9158871,0.6666666666666666
aifb,50,False,0.01,1,8,16,0.5,1.062256,0.7357142857142858,1.062256,0.7357142857142858,1.0877842,0.6944444444444444
aifb,50,False,0.01,1,8,16,0.8,0.7907989,0.8714285714285714,0.7907989,0.8714285714285714,0.8760895,0.8333333333333334
aifb,50,False,0.01,1,8,16,0.9,0.96414214,0.7428571428571429,0.96414214,0.7428571428571429,1.0235264,0.6666666666666666
aifb,50,False,0.01,1,8,32,0.2,0.6234853,0.7428571428571429,0.6234853,0.7428571428571429,0.7279974,0.6944444444444444
aifb,50,False,0.01,1,8,32,0.5,0.6322379,0.7428571428571429,0.6322379,0.7428571428571429,0.7355171,0.6944444444444444
aifb,50,False,0.01,1,8,32,0.8,0.6503033,0.8714285714285714,0.6503033,0.8714285714285714,0.7569696,0.8333333333333334
aifb,50,False,0.01,1,8,32,0.9,0.8056257,0.7428571428571429,0.8056257,0.7428571428571429,0.8984816,0.6944444444444444
aifb,50,False,0.01,1,16,4,0.2,1.3861605,0.6428571428571429,1.3861605,0.6428571428571429,1.3861719,0.5833333333333334
aifb,50,False,0.01,1,16,4,0.5,1.3857296,0.5428571428571428,1.3857296,0.5428571428571428,1.3857856,0.5277777777777778
aifb,50,False,0.01,1,16,4,0.8,1.3861493,0.5428571428571428,1.3861493,0.5428571428571428,1.3861718,0.5277777777777778
aifb,50,False,0.01,1,16,4,0.9,1.3861566,0.5214285714285715,1.3861566,0.5214285714285715,1.3861732,0.5277777777777778
aifb,50,False,0.01,1,16,8,0.2,0.86777896,0.8357142857142857,0.86777896,0.8357142857142857,0.9428069,0.8055555555555556
aifb,50,False,0.01,1,16,8,0.5,0.9891952,0.7142857142857143,0.9891952,0.7142857142857143,1.032015,0.6944444444444444
aifb,50,False,0.01,1,16,8,0.8,1.3723229,0.6214285714285714,1.3723229,0.6214285714285714,1.3741319,0.5277777777777778
aifb,50,False,0.01,1,16,8,0.9,1.3720411,0.5214285714285715,1.3720411,0.5214285714285715,1.3734697,0.5
aifb,50,False,0.01,1,16,16,0.2,0.6977663,0.7428571428571429,0.6977663,0.7428571428571429,0.80914086,0.6944444444444444
aifb,50,False,0.01,1,16,16,0.5,0.6113688,0.8714285714285714,0.6113688,0.8714285714285714,0.71223325,0.8333333333333334
aifb,50,False,0.01,1,16,16,0.8,0.72768193,0.8714285714285714,0.72768193,0.8714285714285714,0.83795905,0.8333333333333334
