dataset,epochs,validation,learnrate,l2norm,hidden,bases,dropout,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
aifb,50,False,0.01,1,16,4,0.5,1.3758903,0.37142857142857144,1.3758903,0.37142857142857144,1.3766897,0.3611111111111111
aifb,50,False,0.01,1,16,4,0.8,1.3861274,0.34285714285714286,1.3861274,0.34285714285714286,1.3861545,0.3333333333333333
aifb,50,False,0.01,1,16,4,0.9,1.3859692,0.5928571428571429,1.3859692,0.5928571428571429,1.3860168,0.5833333333333334
aifb,50,False,0.01,1,16,8,0.2,0.71201235,0.75,0.71201235,0.75,0.8179158,0.75
aifb,50,False,0.01,1,16,8,0.5,1.2337475,0.8142857142857143,1.2337475,0.8142857142857143,1.2534761,0.75
aifb,50,False,0.01,1,16,8,0.8,0.8258528,0.8285714285714286,0.8258528,0.8285714285714286,0.90192443,0.8055555555555556
aifb,50,False,0.01,1,16,8,0.9,1.3827904,0.6071428571428571,1.3827904,0.6071428571428571,1.3832996,0.5277777777777778
aifb,50,False,0.01,1,16,16,0.2,0.5935781,0.8714285714285714,0.5935781,0.8714285714285714,0.7010291,0.8333333333333334
aifb,50,False,0.01,1,16,16,0.5,0.66293424,0.7642857142857142,0.66293424,0.7642857142857142,0.7776112,0.75
aifb,50,False,0.01,1,16,16,0.8,0.76776844,0.7428571428571429,0.76776844,0.7428571428571429,0.86081034,0.6944444444444444
aifb,50,False,0.01,1,16,16,0.9,0.85229015,0.75,0.85229015,0.75,0.93248665,0.7222222222222222
aifb,50,False,0.01,1,16,32,0.2,0.5261546,0.8642857142857143,0.5261546,0.8642857142857143,0.66353804,0.8055555555555556
aifb,50,False,0.01,1,16,32,0.5,0.4824699,0.8714285714285714,0.4824699,0.8714285714285714,0.6000451,0.8333333333333334
aifb,50,False,0.01,1,16,32,0.8,0.5787443,0.8714285714285714,0.5787443,0.8714285714285714,0.70627475,0.8333333333333334
aifb,50,False,0.01,1,16,32,0.9,0.7185261,0.7428571428571429,0.7185261,0.7428571428571429,0.83079535,0.6944444444444444
aifb,50,False,0.01,1,32,4,0.2,1.3831185,0.4142857142857143,1.3831185,0.4142857142857143,1.3834684,0.4166666666666667
aifb,50,False,0.01,1,32,4,0.5,1.3852018,0.34285714285714286,1.3852018,0.34285714285714286,1.3853545,0.3611111111111111
aifb,50,False,0.01,1,32,4,0.8,1.3850929,0.8571428571428571,1.3850929,0.8571428571428571,1.3852259,0.8055555555555556
